Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
gemini-2.5-flash,13.60,23.24,18.42,13.597796343834895,23.237044791144818,18.417420567489856
claude-sonnet-4-5,8.41,24.48,16.44,8.40876630619497,24.480431242135523,16.444598774165247
qwen3-32b,12.13,20.00,16.07,12.129405244451394,20.00305953119529,16.06623238782334
gpt-4.1,8.22,23.02,15.62,8.22215373545072,23.024642039312845,15.623397887381781
deepseek-v3.1,11.97,19.28,15.62,11.96655750514248,19.278608240252517,15.6225828726975
gpt-oss-120b,13.26,16.58,14.92,13.259061490238889,16.582517789567834,14.920789639903361
llama-4-maverick-17b-128e-instruct,10.46,18.22,14.34,10.457995018881569,18.220435366090683,14.339215192486126
mistral-7b-instruct-v0.3,6.61,20.45,13.53,6.61476354612817,20.447296700949387,13.531030123538779
gemma2-9b-it,5.72,20.01,12.87,5.7182166807135,20.01380771325838,12.86601219698594
kimi-k2-instruct-0905,6.48,19.05,12.76,6.481236440245939,19.047221537213648,12.764228988729794
llama-3.1-405b-instruct,6.48,18.85,12.67,6.481236440245939,18.850982417080914,12.666109428663427
qwen3-235b-a22b,7.43,16.98,12.21,7.430373661088236,16.98486662519526,12.207620143141748
llama-3.3-70b-instruct,6.13,18.23,12.18,6.12957497932821,18.234903116899165,12.182239048113688
palmyra-med-70b,5.30,19.01,12.16,5.300156689756295,19.011455084599284,12.15580588717779
seed-oss-36b-instruct,4.66,17.87,11.26,4.657469807170696,17.87158394734498,11.264526877257838
gemma-2-27b-it,6.90,15.37,11.13,6.896869224045711,15.371979122268096,11.134424173156903
mistral-medium-3-instruct,2.54,16.73,9.63,2.5399225166234354,16.727862108750323,9.633892312686879
gemma-2-9b-it,3.99,15.18,9.58,3.985677924984254,15.179139856945268,9.58240889096476
qwq-32b,3.13,15.48,9.30,3.12673368755473,15.482631493463971,9.304682590509351
