Model,BLEU,chrF,Average,BLEU_raw,chrF_raw,Average_raw
mistral-medium-3-instruct,54.34,26.76,40.55,54.34251341180961,26.76041838562588,40.551465898717744
claude-sonnet-4-5,26.08,23.78,24.93,26.075670992406426,23.77804086281191,24.926855927609168
kimi-k2-instruct-0905,21.09,24.17,22.63,21.089659322488668,24.171878819040728,22.6307690707647
gemini-2.5-flash,16.91,23.45,20.18,16.90653646485627,23.445620450909537,20.1760784578829
qwen3-235b-a22b,15.84,22.26,19.05,15.837601694718439,22.26351256491028,19.050557129814358
llama-3.1-405b-instruct,13.84,23.99,18.91,13.838346707995763,23.990144070234408,18.914245389115084
gpt-4.1,14.59,20.74,17.66,14.588150420450406,20.739144664390746,17.663647542420577
palmyra-med-70b,13.74,19.16,16.45,13.740950768136107,19.162497634092936,16.451724201114523
deepseek-v3.1,8.87,23.25,16.06,8.86707678408145,23.252630566598715,16.059853675340083
llama-4-maverick-17b-128e-instruct,5.94,22.88,14.41,5.942050708677824,22.87763743845568,14.409844073566752
qwq-32b,5.99,22.36,14.17,5.985238014205388,22.35647253286184,14.170855273533615
llama-3.3-70b-instruct,6.47,21.79,14.13,6.470916182292465,21.791824366841368,14.131370274566915
gemma-2-9b-it,7.74,19.73,13.73,7.7427412757515555,19.72587192260592,13.734306599178737
seed-oss-36b-instruct,3.87,22.22,13.05,3.870722714038082,22.22381622024818,13.047269467143131
qwen3-32b,7.99,17.99,12.99,7.994607499472017,17.985315241203114,12.989961370337566
gpt-oss-120b,6.05,19.07,12.56,6.054341896572974,19.070092985515338,12.562217441044156
gemma2-9b-it,3.33,20.79,12.06,3.3308195612598803,20.791184416636963,12.061001988948421
mistral-7b-instruct-v0.3,3.60,19.93,11.77,3.600031111676326,19.932072179755288,11.766051645715807
gemma-2-27b-it,2.24,19.46,10.85,2.240227398371877,19.457112071935665,10.84866973515377
